"url","price_in_rp","title","address","district","city","lat","long","facilities","property_type","ads_id","bedrooms","bathrooms","land_size_m2","building_size_m2","carports","certificate","electricity","maid_bedrooms","maid_bathrooms","floors","building_age","year_built","property_condition","building_orientation","garages","furnishing","price_in_billion_rp"
"https://www.rumah123.com/properti/bekasi/hos11360272/#qid~213b5619-a399-47b3-bfcf-faaef6b542d5",2.99e+09,"Rumah cantik Sumarecon Bekasi
Lingkungan asri, tenang & nyaman","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran, Jalur Telepon, Taman,  Taman","rumah","hos11360272",4,4,239,272,0,"shm - sertifikat hak milik","4400 mah",0,1,2,5,2017,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10680347/#qid~748f5d2d-8d3a-4a4e-a1b4-37c7be7ffc25",1.27e+09,"Rumah Kekinian, Magenta Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Taman","rumah","hos10680347",3,2,55,69,1,"hgb - hak guna bangunan","2200 mah",0,0,2,NA,NA,"bagus","",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos10685867/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",1.95e+09,"Rumah Cantik 2 Lantai Cluster Bluebell Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Jogging Track,  Kolam Renang, Masjid,  Taman, Jalur Telepon,  Keamanan","rumah","hos10685867",3,3,119,131,1,"hgb - hak guna bangunan","2200 mah",1,1,2,NA,NA,"bagus","",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10927790/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",3.3e+09,"Rumah Mewah 2Lantai L10x18 C di Cluster VERNONIA Summarecon Bekasi..","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Jalur Telepon,  Jogging Track, Track Lari,  Kolam Renang, Kolam Renang,  Taman, Taman, CCTV, Jalur Telepon,  Keamanan","rumah","hos10927790",3,3,180,174,0,"shm - sertifikat hak milik","3500 mah",1,1,2,6,2016,"bagus sekali","utara",2,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10785530/#qid~1807f915-9393-4e9c-a6d6-eb3d73117a15",4.5e+09,"Rumah Hoek di Cluster Maple Summarecon Bekasi, Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Jogging Track,  Kolam Renang, Taman, Jalur Telepon,  Keamanan","rumah","hos10785530",4,3,328,196,2,"shm - sertifikat hak milik","3500 mah",1,1,2,9,2013,"bagus","utara",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11177142/#qid~1807f915-9393-4e9c-a6d6-eb3d73117a15",2.7e+09,"Rumah Siap Huni di Cluster Acasia, Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Jalur Telepon, Taman,  Keamanan,  Kolam Renang","rumah","hos11177142",3,3,136,200,2,"shm - sertifikat hak milik","3500 mah",1,1,2,9,2013,"bagus","selatan",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos10720117/#qid~35c27ac2-b166-4762-83af-d2178576ef1b",2.35e+09,"Rumah di Cluster Maple Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Keamanan, Kolam Renang","rumah","hos10720117",2,2,144,144,1,"hgb - hak guna bangunan","4400 mah",0,0,2,NA,NA,"","utara",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos10753439/#qid~35c27ac2-b166-4762-83af-d2178576ef1b",4.5e+09,"Rumah Cluster Lotus Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Keamanan, Kolam Renang","rumah","hos10753439",4,4,216,250,2,"hgb - hak guna bangunan","3500 mah",1,1,2,NA,NA,"","selatan",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos11127849/#qid~35c27ac2-b166-4762-83af-d2178576ef1b",2.9e+09,"Rumah Cluster Palm Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Kitchen Set","rumah","hos11127849",NA,3,200,152,2,"shm - sertifikat hak milik","4400 mah",3,1,2,NA,NA,"","selatan",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11169103/#qid~35c27ac2-b166-4762-83af-d2178576ef1b",2.7e+09,"Rumah Cluster Acacia Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Keamanan 24 jam, Kolam Renang","rumah","hos11169103",3,3,136,200,1,"shm - sertifikat hak milik","3500 mah",1,1,2,NA,NA,"","selatan",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos10441241/#qid~35c27ac2-b166-4762-83af-d2178576ef1b",2.55e+09,"Rumah Cluster Magnolia Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Keamanan, Kolam Renang","rumah","hos10441241",3,2,144,186,1,"shm - sertifikat hak milik","2200 mah",1,0,2,NA,NA,"","selatan",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11322477/#qid~9e4aedac-e432-48b8-bf0d-a6ad052759eb",9.52e+08,"Rumah Baru Cluster Regia Perumahan Summarecon Crown Gading Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," One Gate System,  Kolam Renang, Akses Parkir, Keamanan 24 jam,  Taman,  CCTV, Taman,  Playground, Wastafel, CCTV","rumah","hos11322477",2,2,55,50,1,"lainnya (ppjb,girik,adat,dll)","2200 mah",0,0,2,NA,NA,"baru","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11062997/#qid~28f37bc1-ecdd-40b0-9d22-cc1f698abc43",1.8e+09,"Rumah Murah Siap Huni Di Cluster Palm, Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Ac,  Jogging Track,  Kolam Renang,  Taman,  Masjid, CCTV, Jalur Telepon,  Keamanan","rumah","hos11062997",2,1,119,82,1,"shm - sertifikat hak milik","2200 mah",0,0,2,9,2013,"bagus sekali","",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos9769480/#qid~28f37bc1-ecdd-40b0-9d22-cc1f698abc43",2.35e+09,"MURAH RUMAH 2 LANTAI CLUSTER LOTUS 8X18 PREMIUM SUMMARECON BEKASI","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Jogging Track,  Kolam Renang, Taman, Jalur Telepon,  Keamanan","rumah","hos9769480",3,3,144,149,1,"hgb - hak guna bangunan","2200 mah",1,1,2,8,2014,"bagus","utara",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11028360/#qid~28f37bc1-ecdd-40b0-9d22-cc1f698abc43",2.5e+09,"Rumah 2 Lantai Magnolia Residence 8x18 Renov Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Jalur Telepon,  Kolam Renang,  Taman, Jogging Track, Keamanan","rumah","hos11028360",3,3,144,200,1,"","2200 mah",0,0,2,8,2014,"sudah renovasi","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11076279/#qid~a66a9a0c-074f-4353-9af4-c1172246995f",2.7e+09,"Rumah Adem Pojok Bluebell 7x17 Premium Hoek Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran, Track Lari,  One Gate System,  Kolam Renang, Akses Parkir, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground, Jalur Telepon, Lapangan Basket","rumah","hos11076279",3,3,193,136,1,"hgb - hak guna bangunan","3500 mah",1,1,3,7,2015,"bagus","utara",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11367131/#qid~92ba0f74-8d24-4443-ba21-ef0fc8b60b12",5.36e+09,"Summarecon crown gading cluster jasmia","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran,  Jogging Track, Tempat Gym,  Track Lari,  Kolam Renang,  Taman, Taman,  Masjid,  Kolam Ikan, Jalur Telepon,  Keamanan, Lapangan Basket","rumah","hos11367131",5,4,192,370,2,"hgb - hak guna bangunan","3500 mah",1,1,2,NA,NA,"baru","timur",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11366509/#qid~5f97c480-2a30-4cc1-8865-e71370e39945",9.52e+08,"Summarecon crown gading cluster Regia","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran, Track Lari,  Kolam Renang, Masjid,  Taman, Kolam Renang, Jogging Track,  Keamanan","rumah","hos11366509",2,2,55,50,1,"hgb - hak guna bangunan","2200 mah",1,1,2,NA,NA,"baru","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11294718/#qid~1b7a9d0c-ee33-4011-8fa7-b8b433493648",2.25e+09,"Rumah di Cluster bluebell summarecon bekasi, Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran, Track Lari,  One Gate System,  Kolam Renang, Akses Parkir, Keamanan 24 jam,  Taman,  Playground, Jogging Track, Keamanan","rumah","hos11294718",4,3,119,150,0,"shm - sertifikat hak milik","2200 mah",0,0,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11294624/#qid~1b7a9d0c-ee33-4011-8fa7-b8b433493648",2.25e+09,"Jual Rumah 2 Lantai Cluster Bluebell 7x17 Terawat, Summarecon","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran, Track Lari,  One Gate System,  Kolam Renang,  AC, Kitchen Set, Akses Parkir, Keamanan 24 jam,  Taman,  CCTV,  Playground, Wastafel, Jalur Telepon","rumah","hos11294624",3,2,119,150,1,"shm - sertifikat hak milik","2200 mah",1,1,1,6,2016,"bagus","utara",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11290011/#qid~d9d1e4a0-1e08-42a1-922b-990a3f0b89de",2.45e+09,"Rumah Bagus di  Cluster Palm Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751," Jogging Track, Track Lari,  Kolam Renang, Masjid, Keamanan 24 jam,  Taman, Taman,  Masjid, Keamanan","rumah","hos11290011",3,3,144,150,1,"lainnya (ppjb,girik,adat,dll)","2200 mah",1,1,1,6,2016,"bagus","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11222131/#qid~aeb345f5-d0dd-46bf-8173-9872e4274ee2",1.25e+08,"Rumah mewah Sertategis di Jatiasih Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Taman","rumah","hos11222131",3,1,110,110,0,"shm - sertifikat hak milik","1300 mah",0,0,2,0,2022,"baru","barat",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11220899/#qid~20ac432b-8f9e-4292-b32e-64ce30895fc6",1.98e+09,"Rumah Siap Huni di Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran,  Jogging Track,  Track Lari,  One Gate System,  Kolam Renang, Akses Parkir, Keamanan 24 jam,  Taman,  CCTV, Ac, Taman,  Playground, Lapangan Voli, AC,  Keamanan, Lapangan Basket","rumah","hos11220899",2,2,119,98,1,"shm - sertifikat hak milik","3500 mah",0,0,2,2,2020,"bagus","utara",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11219104/#qid~9a12dd35-89ca-40ce-a350-946cd22e0aaf",7.64e+08,"Gracia Ayu Rumah 2 Lantai 3 Kamar Tidur Strategis 2 Menit Stasiun Cibitung","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Track Lari,  One Gate System, Taman,  Playground, CCTV","rumah","hos11219104",3,3,78,83,2,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11215618/#qid~ee9118a7-5265-4b6f-b743-aa69fc748abc",2e+09,"Rumah perumnas 1 dkt summaren bekasi bebas banjir","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Jalur Telepon","rumah","hos11215618",NA,NA,164,155,0,"shm - sertifikat hak milik","2200 mah",0,0,1,12,2010,"bagus","",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11149218/#qid~1d4b1985-ab52-4d46-a381-159c096620b6",7.64e+08,"Gracia Ayu Rumah 2 Lantai 3 Kamar Tidur Strategis 8 Menit Tol Cibitung","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Track Lari,  One Gate System, Keamanan 24 jam,  CCTV,  Playground, Taman, CCTV","rumah","hos11149218",3,3,78,83,2,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11146776/#qid~a49831f0-c7fc-47cc-b0c4-db46af7941f9",2.35e+09,"Rumah Bagus Cantik Furnished di Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Kitchen Set, AC","rumah","hos11146776",3,2,119,140,1,"lainnya (ppjb,girik,adat,dll)","lainnya mah",0,0,2,NA,NA,"bagus","",0,"furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11145482/#qid~425c1298-5699-4d57-9f6a-7ec955cd9c01",2.55e+09,"Dijual Rumah 2 Lantai di Cluster Magnolia, Sudah Renovasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Tempat Jemuran, Track Lari,  One Gate System,  Kolam Renang, Akses Parkir, Keamanan 24 jam,  Taman,  CCTV,  Playground, Jalur Telepon, Lapangan Basket","rumah","hos11145482",3,2,144,186,1,"shm - sertifikat hak milik","2200 mah",1,1,2,NA,NA,"sudah renovasi","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11088934/#qid~e7ef0e6b-2717-4a5d-9c21-245b1cef7967",4.8e+08,"Rumah minimalis termurah di jatiasih bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Keamanan, Taman","rumah","hos11088934",2,1,55,30,1,"shm - sertifikat hak milik","1300 mah",0,0,1,0,2022,"baru","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11086914/#qid~31b9fe7a-0a69-4fc9-a8a4-43ab4e9a6769",1.9e+09,"Di Jual Cepat Rumah Cantik di Cluster Summarecon Bekasi","Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,"Jalur Telepon, Taman,  Keamanan,  Kolam Renang","rumah","hos11086914",2,3,91,120,2,"lainnya (ppjb,girik,adat,dll)","lainnya mah",0,0,2,NA,NA,"bagus sekali","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10990207/#qid~213b5619-a399-47b3-bfcf-faaef6b542d5",3e+08,"Rumah murah di Bekasi, gabus tambun utara Dekat Akses Toll Cilincing-cibitung","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Taman, Ac, AC,  Masjid, Jalur Telepon,  Keamanan","rumah","hos10990207",2,1,60,36,1,"shm - sertifikat hak milik","1300 mah",0,0,1,0,2022,"baru","timur",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11349434/#qid~213b5619-a399-47b3-bfcf-faaef6b542d5",5.27e+09,"Rumah Luxury Summarecon Crown Gading, di Utara Timur, Jakata","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Lapangan Tenis, Taman, Keamanan 24 jam","rumah","hos11349434",4,3,192,307,2,"hgb - hak guna bangunan","3500 mah",1,1,3,0,2022,"baru","utara",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10648464/#qid~2327913a-137c-4a9f-a3fe-15ca2e2ac48d",2.8e+09,"Rumah Minimalis  Murah Di Grand Galaxy City Cluster Victoria Garden 2 Bagus","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Jalur Telepon,  Ac,  Kolam Renang,  Taman,  CCTV, Jogging Track, Keamanan","rumah","hos10648464",4,3,150,200,2,"shm - sertifikat hak milik","5500 mah",1,1,2,NA,NA,"bagus","timur",2,"furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11335224/#qid~2327913a-137c-4a9f-a3fe-15ca2e2ac48d",2.71e+09,"Summarecon Crown Gading Bekasi Kota Mandiri Terbaru Nempel Jakarta","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Playground, Keamanan 24 jam, Lapangan Tenis, Kolam Renang","rumah","hos11335224",4,4,135,149,2,"","3500 mah",0,0,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11201668/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",5e+08,"Dijual Smart House, 5 Juta Sudah Bisa Dapat Rumah Baru di Cluster Pianta di Mutiara Gading City, Bekasi","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Keamanan 24 jam, Taman","rumah","hos11201668",3,1,72,42,0,"hgb - hak guna bangunan","2200 mah",0,0,1,0,2022,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11201629/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",4.39e+08,"Smart House, 5 Juta Sudah Bisa Dapat Rumah Baru di Cluster Fresia di Mutiara Gading City, Bekasi","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Keamanan 24 jam, Taman","rumah","hos11201629",3,1,60,37,0,"hgb - hak guna bangunan","2200 mah",0,0,1,0,2022,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos2279368/#qid~9e4aedac-e432-48b8-bf0d-a6ad052759eb",8e+08,"MODERN HUNIAN NYAMAN DENGAN FASILITAS LENGKAP DAN HARGA TERJANGKAU","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Taman","rumah","hos2279368",3,2,92,82,0,"shm - sertifikat hak milik","2200 mah",0,0,2,4,2018,"baru","",2,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10947860/#qid~28f37bc1-ecdd-40b0-9d22-cc1f698abc43",8.5e+08,"Rumah Murah Siap Huni di Perumahan Bumi Dirgantara Permai, Bekasi","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Tempat Jemuran, Masjid, Keamanan 24 jam,  Taman, Taman,  Masjid, Keamanan","rumah","hos10947860",3,2,200,125,1,"shm - sertifikat hak milik","2200 mah",1,1,1,7,2015,"bagus","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11095460/#qid~28f37bc1-ecdd-40b0-9d22-cc1f698abc43",7e+08,"Lelang Perumahan 2 Lt Metland Bekasi, Jawa Barat","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Tempat Jemuran, Lapangan Bola,  Akses Parkir, Track Lari, Masjid, Keamanan 24 jam,  Tempat Laundry, Taman, Wastafel","rumah","hos11095460",3,2,90,146,1,"shm - sertifikat hak milik","3500 mah",0,0,2,NA,NA,"bagus","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368648/#qid~88644097-6006-48f0-a43a-aae9622d73e1",4.95e+09,"Dijual Rumah mewah Full Furnished posisi hook di Taman Permata Cikunir Bekasi","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"CCTV, Ac, AC","rumah","hos11368648",5,4,348,430,1,"shm - sertifikat hak milik","5500 mah",1,1,2,NA,NA,"bagus","barat",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368590/#qid~248a69c1-c632-4c6a-a07a-f99c9fea9e2c",1.3e+09,"Rumah Moderen Strategis Dekat Tol Supermarket Bekasi Jawa barat","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Jalur Telepon,  Ac,  Jogging Track, Tempat Jemuran, Lapangan Bola, Lapangan Tenis,  Kolam Renang,  AC, Mesin Cuci,  Lapangan Bulu Tangkis, Taman, Wastafel,  Pemanas Air,  Tempat Gym,  Masjid, Jalur Telepon, Keamanan,  Track Lari","rumah","hos11368590",4,4,84,105,1,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","timur",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos11368507/#qid~248a69c1-c632-4c6a-a07a-f99c9fea9e2c",1.2e+09,"Rumah 2lantai di bekasi kota deket tol bekasi timur","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"AC,  Ac, Track Lari,  Akses Parkir,  One Gate System,  Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang,  Taman,  Tempat Laundry,  CCTV, Taman,  Playground, Jogging Track,  Masjid,  Keamanan","rumah","hos11368507",3,2,120,90,2,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","barat",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368391/#qid~ed76d321-3dd1-4870-bf5c-1d4846a1840f",2.65e+09,"Dijual Rumah bebas banjir di Griya Metropolitan Bekasi Selatan","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Masjid, Keamanan, Keamanan 24 jam","rumah","hos11368391",5,4,160,296,0,"shm - sertifikat hak milik","3500 mah",0,0,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368308/#qid~66fda1b3-faea-414d-8734-5882e92c68e3",1.3e+09,"Modern Strategis Dinamis Dekat Tol Supermarket","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Jalur Telepon,  AC, Masjid, Kolam Renang,  CCTV, Wastafel,  Pemanas Air, Jalur Telepon, Tempat Jemuran,  Akses Parkir,  One Gate System, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground,  Keamanan, Mesin Cuci,  Ac,  Kolam Renang","rumah","hos11368308",4,4,84,105,1,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","timur",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos11368282/#qid~66fda1b3-faea-414d-8734-5882e92c68e3",1.3e+09,"Rumah Moderen Strategis Dekat Tol Supermarket Bekasi jati Sampurna","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Tempat Jemuran,  Jogging Track, Lapangan Bola, Lapangan Bulu Tangkis,  AC, Mesin Cuci, Kolam Renang,  Taman, Ac, Taman,  Pemanas Air, Wastafel,  Tempat Gym,  Masjid,  Keamanan,  Track Lari","rumah","hos11368282",4,4,84,105,1,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","timur",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos11367821/#qid~496627fa-9711-4842-b930-82895a11c817",1.3e+09,"Rumah Moderen Strategis Dekat Tol Supermarket","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Jalur Telepon,  Jogging Track,  AC, Masjid,  CCTV, Wastafel,  Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Bola,  Akses Parkir,  One Gate System, Keamanan 24 jam,  Taman, Taman,  Playground,  Tempat Gym,  Keamanan, Mesin Cuci,  Ac,  Kolam Renang,  Track Lari","rumah","hos11367821",4,3,84,105,0,"shm - sertifikat hak milik","lainnya mah",0,0,2,0,2022,"baru","barat",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11367009/#qid~92ba0f74-8d24-4443-ba21-ef0fc8b60b12",4.25e+08,"di Perumahan Harvest City Cluster Orchid, Bekasi","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Masjid, Keamanan 24 jam,  One Gate System,  Taman","rumah","hos11367009",2,1,90,65,0,"shm - sertifikat hak milik","2200 mah",0,0,1,11,2011,"sudah renovasi","",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11366370/#qid~73f0cd38-e13d-4d1b-9cd1-53819865449b",2.8e+08,"Rumah Baru Minimalis Modern Strategis","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Tenis,  Akses Parkir,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel, CCTV, Jalur Telepon,  Track Lari","rumah","hos11366370",2,1,70,40,1,"shm - sertifikat hak milik","1300 mah",0,0,1,0,2022,"baru","timur",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11366324/#qid~73f0cd38-e13d-4d1b-9cd1-53819865449b",9.99e+08,"Rumah 2 Lantai Luas Modern","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Tempat Jemuran, Track Lari,  Akses Parkir,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel, AC, Jalur Telepon","rumah","hos11366324",6,2,127,190,1,"shm - sertifikat hak milik","3500 mah",1,1,2,1,2021,"bagus","selatan",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11365981/#qid~9ea4cd77-6b8e-48f8-9b23-f2105c559766",5.75e+09,"Rumah Kemang Pratama Ada Kolam Renang Pribadi W","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127," Mesin Cuci,  Akses Parkir,  Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang, Kulkas, Taman,  Playground, Wastafel, Lapangan Voli,  Masjid,  Keamanan","rumah","hos11365981",5,4,400,398,2,"shm - sertifikat hak milik","6600 mah",1,2,2,7,2015,"baru","",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11365281/#qid~9ea4cd77-6b8e-48f8-9b23-f2105c559766",1.5e+09,"Rumah 2 Lantai Bagus Murah Di Jatikramat","Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,"Lapangan Tenis,  AC, Masjid,  Lapangan Bulu Tangkis, Kulkas, Wastafel,  Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Akses Parkir,  One Gate System,  Lapangan Voli, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground,  Kolam Ikan,  Lapangan Basket,  Kitchen Set,  Mesin Cuci,  Track Lari","rumah","hos11365281",3,2,100,136,1,"shm - sertifikat hak milik","1300 mah",1,1,2,0,2022,"bagus","timur",1,"semi furnished",NA
